method,profile,segment,date,tournament,round,series,confidence,player1,player2,side,value_pct,odds,won,stake,flat_pnl,tier_pnl
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-21,Western & Southern Financial Group Masters,Semifinals,Masters 1000,high,Stefanos Tsitsipas,Daniil Medvedev,P1,21.318,3.4900,1,2.00,2.4900,4.9800
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-21,Winston-Salem Open at Wake Forest University,1st Round,ATP250,high,Thiago Moura Monteiro,Denis Kudla,P1,13.576,2.0400,1,1.00,1.0400,1.0400
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-22,Winston-Salem Open at Wake Forest University,1st Round,ATP250,high,James Duckworth,Thanasi Kokkinakis,P1,23.296,3.1400,1,2.00,2.1400,4.2800
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-22,Winston-Salem Open at Wake Forest University,1st Round,ATP250,medium,Laslo Djere,David Goffin,P1,32.044,3.5000,1,2.00,2.5000,5.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-22,Winston-Salem Open at Wake Forest University,1st Round,ATP250,high,Adrian Mannarino,Christopher O'Connell,P2,14.507,2.0100,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-22,Winston-Salem Open at Wake Forest University,1st Round,ATP250,high,John Millman,Hugo Gaston,P2,11.230,2.5700,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-23,Winston-Salem Open at Wake Forest University,2nd Round,ATP250,medium,Laslo Djere,Joao Sousa,P2,30.076,2.3700,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-23,Winston-Salem Open at Wake Forest University,2nd Round,ATP250,high,Maxime Cressy,James Duckworth,P2,17.398,2.8100,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-23,Winston-Salem Open at Wake Forest University,2nd Round,ATP250,medium,Albert Ramos-Vinolas,John Millman,P1,42.679,2.4100,1,2.00,1.4100,2.8200
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-24,Winston-Salem Open at Wake Forest University,2nd Round,ATP250,high,Botic Van De Zandschulp,Tallon Griekspoor,P2,11.437,2.6300,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-24,Winston-Salem Open at Wake Forest University,2nd Round,ATP250,medium,Marc-Andrea Huesler,Mikael Ymer,P1,30.177,3.1500,1,2.00,2.1500,4.3000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-24,Winston-Salem Open at Wake Forest University,2nd Round,ATP250,high,Jack Draper,Fabio Fognini,P2,11.405,2.6200,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-24,Winston-Salem Open at Wake Forest University,3rd Round,ATP250,high,Adrian Mannarino,Albert Ramos-Vinolas,P2,14.402,2.0900,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-25,Winston-Salem Open at Wake Forest University,3rd Round,ATP250,high,Benjamin Bonzi,Thiago Moura Monteiro,P2,10.290,2.6200,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-25,Winston-Salem Open at Wake Forest University,3rd Round,ATP250,high,Marc-Andrea Huesler,Ilya Ivashka,P1,38.225,3.4900,1,2.00,2.4900,4.9800
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-25,Winston-Salem Open at Wake Forest University,Quarterfinals,ATP250,high,Adrian Mannarino,Maxime Cressy,P1,10.513,2.5500,1,1.00,1.5500,1.5500
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-26,Winston-Salem Open at Wake Forest University,Quarterfinals,ATP250,high,Marc-Andrea Huesler,Jack Draper,P1,34.189,3.2300,1,2.00,2.2300,4.4600
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-27,Winston-Salem Open at Wake Forest University,Semifinals,ATP250,high,Adrian Mannarino,Botic Van De Zandschulp,P1,14.728,2.6900,1,1.00,1.6900,1.6900
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-27,Winston-Salem Open at Wake Forest University,The Final,ATP250,high,Adrian Mannarino,Laslo Djere,P2,10.519,2.8000,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-29,US Open,1st Round,Grand Slam,high,Arthur Rinderknech,Quentin Halys,P2,17.285,2.7400,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-29,US Open,1st Round,Grand Slam,high,Alejandro Davidovich Fokina,Yoshihito Nishioka,P2,17.368,2.2600,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-29,US Open,1st Round,Grand Slam,high,Alex De Minaur,Filip Krajinovic,P2,27.641,3.9900,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-29,US Open,1st Round,Grand Slam,high,Emilio Nava,John Millman,P1,28.438,3.3100,1,2.00,2.3100,4.6200
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-30,US Open,1st Round,Grand Slam,high,James Duckworth,Christopher O'Connell,P1,11.212,2.5400,1,1.00,1.5400,1.5400
overlay,hard_edge10_all,Hard|all|high+medium,2022-08-30,US Open,1st Round,Grand Slam,medium,Brandon Nakashima,Pavel Kotov,P2,31.319,3.7800,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-01,US Open,2nd Round,Grand Slam,medium,Richard Gasquet,Miomir Kecmanovic,P1,28.282,3.3700,1,2.00,2.3700,4.7400
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-02,US Open,3rd Round,Grand Slam,high,Matteo Berrettini,Andy Murray,P2,12.774,2.7700,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-03,US Open,3rd Round,Grand Slam,high,Andrey Rublev,Denis Shapovalov,P1,12.733,1.5500,1,1.00,0.5500,0.5500
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-03,US Open,3rd Round,Grand Slam,high,Marin Cilic,Daniel Evans,P2,14.462,2.4300,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-07,US Open,Quarterfinals,Grand Slam,high,Karen Khachanov,Nick Kyrgios,P1,38.723,4.1800,1,2.00,3.1800,6.3600
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-11,US Open,The Final,Grand Slam,high,Carlos Alcaraz,Casper Ruud,P2,16.735,2.8600,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-19,Open de Moselle,1st Round,ATP250,high,Sebastian Korda,Hugo Gaston,P2,41.305,4.1300,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-19,San Diego Open,1st Round,ATP250,medium,Tomas Martin Etcheverry,Facundo Mena,P2,26.703,2.2200,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-20,Open de Moselle,1st Round,ATP250,medium,Emil Ruusuvuori,Jiri Lehecka,P2,14.575,3.4000,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-21,Open de Moselle,2nd Round,ATP250,high,Sebastian Korda,Lorenzo Musetti,P2,16.290,2.8200,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-21,San Diego Open,1st Round,ATP250,high,Mackenzie Mcdonald,Henri Laaksonen,P2,47.574,4.1600,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-22,Open de Moselle,2nd Round,ATP250,high,Mikael Ymer,Gregoire Barrere,P2,21.736,2.7200,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-22,San Diego Open,1st Round,ATP250,high,Alejandro Tabilo,Steve Johnson,P1,42.403,2.3600,1,2.00,1.3600,2.7200
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-22,San Diego Open,2nd Round,ATP250,high,James Duckworth,Mitchell Krueger,P2,19.716,3.0500,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-22,San Diego Open,2nd Round,ATP250,medium,Marcos Giron,Tomas Martin Etcheverry,P2,31.666,4.1400,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-22,San Diego Open,2nd Round,ATP250,high,Constant Lestienne,Alejandro Tabilo,P1,28.908,2.3000,1,2.00,1.3000,2.6000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-22,San Diego Open,2nd Round,ATP250,high,Christopher O'Connell,Jeff Wolf,P1,15.724,2.4400,1,1.50,1.4400,2.1600
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-22,San Diego Open,2nd Round,ATP250,high,Jenson Brooksby,Mackenzie Mcdonald,P2,28.550,3.1000,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-23,Open de Moselle,Quarterfinals,ATP250,high,Hubert Hurkacz,Arthur Rinderknech,P2,17.681,4.3700,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-23,San Diego Open,Quarterfinals,ATP250,high,Marcos Giron,James Duckworth,P2,30.366,2.4300,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-24,San Diego Open,Semifinals,ATP250,high,Marcos Giron,Daniel Evans,P1,16.129,2.9500,1,1.50,1.9500,2.9250
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-26,San Diego Open,The Final,ATP250,high,Brandon Nakashima,Marcos Giron,P2,18.991,2.9100,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-27,Korea Open,1st Round,ATP250,medium,Steve Johnson,Ji Sung Nam,P2,26.969,4.4200,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-27,Sofia Open,1st Round,ATP250,high,Aleksandar Vukic,Fabio Fognini,P1,16.838,2.6600,1,1.50,1.6600,2.4900
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-27,Sofia Open,1st Round,ATP250,medium,Nuno Borges,Mirza Basic,P2,17.508,3.7500,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-27,Tel Aviv Open,1st Round,ATP250,high,Emil Ruusuvuori,Jeff Wolf,P2,15.933,2.7100,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-27,Tel Aviv Open,1st Round,ATP250,medium,Tomas Martin Etcheverry,Aslan Karatsev,P1,29.569,3.7300,1,2.00,2.7300,5.4600
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-28,Sofia Open,1st Round,ATP250,medium,Lorenzo Sonego,Bernabe Zapata Miralles,P2,20.751,3.2800,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-28,Sofia Open,2nd Round,ATP250,high,Lorenzo Musetti,Alexandar Lazarov,P2,51.285,4.2700,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-28,Tel Aviv Open,1st Round,ATP250,high,Constant Lestienne,Adrian Mannarino,P1,49.615,2.5300,1,2.00,1.5300,3.0600
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-28,Tel Aviv Open,2nd Round,ATP250,medium,Roman Safiullin,Tomas Martin Etcheverry,P2,19.497,3.5600,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-28,Tel Aviv Open,2nd Round,ATP250,high,Maxime Cressy,Sebastian Korda,P1,15.934,2.7100,1,1.50,1.7100,2.5650
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-29,Korea Open,2nd Round,ATP250,high,Yoshihito Nishioka,Taro Daniel,P2,10.045,2.3200,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-29,Tel Aviv Open,2nd Round,ATP250,medium,Vasek Pospisil,Edan Leshem,P2,11.341,3.3500,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-30,Korea Open,Quarterfinals,ATP250,high,Yoshihito Nishioka,Casper Ruud,P1,13.133,3.7000,1,1.00,2.7000,2.7000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-30,Korea Open,Quarterfinals,ATP250,high,Aleksandar Kovacevic,Mackenzie Mcdonald,P1,31.229,3.6400,1,2.00,2.6400,5.2800
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-30,Sofia Open,Quarterfinals,ATP250,high,Marc-Andrea Huesler,Kamil Majchrzak,P2,14.903,2.5600,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-09-30,Tel Aviv Open,Quarterfinals,ATP250,high,Constant Lestienne,Maxime Cressy,P1,41.041,2.5400,1,2.00,1.5400,3.0800
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-01,Korea Open,Semifinals,ATP250,high,Yoshihito Nishioka,Aleksandar Kovacevic,P2,28.146,3.9000,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-01,Korea Open,Semifinals,ATP250,high,Denis Shapovalov,Jenson Brooksby,P2,26.446,2.3500,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-02,Sofia Open,The Final,ATP250,high,Marc-Andrea Huesler,Holger Rune,P1,12.394,2.6800,1,1.00,1.6800,1.6800
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-04,Astana Open,1st Round,ATP500,medium,Pavel Kotov,Alejandro Davidovich Fokina,P1,18.745,3.1800,1,1.50,2.1800,3.2700
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-05,Astana Open,2nd Round,ATP500,high,Adrian Mannarino,David Goffin,P1,24.626,2.2500,1,2.00,1.2500,2.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-06,Astana Open,2nd Round,ATP500,high,Karen Khachanov,Marin Cilic,P2,12.435,2.0800,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-07,Rakuten Japan Open Tennis Championships,Quarterfinals,ATP500,high,Denis Shapovalov,Borna Coric,P1,21.714,2.3200,1,2.00,1.3200,2.6400
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-10,Firenze Open,1st Round,ATP250,medium,Jeff Wolf,Francesco Maestrelli,P2,11.204,3.2300,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-10,Gijon Open,1st Round,ATP250,medium,Arthur Rinderknech,Carlos Taberner,P2,16.919,4.0500,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-11,Firenze Open,1st Round,ATP250,medium,Alexander Bublik,Cristian Garin,P2,27.640,3.9400,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-11,Firenze Open,1st Round,ATP250,medium,Bernabe Zapata Miralles,Lorenzo Sonego,P1,51.063,4.3000,1,2.00,3.3000,6.6000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-11,Firenze Open,1st Round,ATP250,medium,Brandon Nakashima,Richard Gasquet,P2,10.525,2.7200,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-11,Gijon Open,1st Round,ATP250,medium,Marcos Giron,Albert Ramos-Vinolas,P2,10.752,2.5200,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-12,Firenze Open,1st Round,ATP250,high,Mackenzie Mcdonald,Jenson Brooksby,P1,11.686,3.0000,1,1.00,2.0000,2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-12,Gijon Open,2nd Round,ATP250,medium,Dominic Thiem,Marcos Giron,P2,65.026,2.7000,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-12,Gijon Open,2nd Round,ATP250,high,Arthur Rinderknech,Constant Lestienne,P2,13.497,1.9300,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-13,Firenze Open,2nd Round,ATP250,medium,Mackenzie Mcdonald,Francesco Passaro,P2,17.874,3.7200,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-14,Firenze Open,Quarterfinals,ATP250,medium,Mikael Ymer,Roberto Carballes Baena,P2,15.917,2.9400,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-14,Gijon Open,Quarterfinals,ATP250,medium,Dominic Thiem,Francisco Cerundolo,P2,110.268,3.1800,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-14,Gijon Open,Quarterfinals,ATP250,high,Arthur Rinderknech,Pablo Carreno-Busta,P1,22.462,3.4800,1,2.00,2.4800,4.9600
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-14,Gijon Open,Quarterfinals,ATP250,high,Sebastian Korda,Andy Murray,P2,12.933,2.6300,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-15,Gijon Open,Semifinals,ATP250,high,Sebastian Korda,Arthur Rinderknech,P2,24.013,2.9800,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-16,Firenze Open,The Final,ATP250,high,Felix Auger Aliassime,Jeff Wolf,P2,47.146,4.4300,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-17,European Open,1st Round,ATP250,medium,Richard Gasquet,Stan Wawrinka,P1,54.806,2.5900,1,2.00,1.5900,3.1800
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-17,European Open,1st Round,ATP250,high,Daniel Evans,Tallon Griekspoor,P2,37.532,3.6100,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-18,European Open,1st Round,ATP250,high,Francisco Cerundolo,Marc-Andrea Huesler,P1,21.337,2.2900,1,2.00,1.2900,2.5800
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-18,Napoli Cup,1st Round,ATP250,medium,Daniel Elahi Galan,Bernabe Zapata Miralles,P1,15.135,2.1300,1,1.50,1.1300,1.6950
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-18,Stockholm Open,1st Round,ATP250,medium,Antoine Bellier,Alexander Shevchenko,P1,46.883,2.5000,1,2.00,1.5000,3.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-18,Stockholm Open,1st Round,ATP250,high,Alex De Minaur,Benjamin Bonzi,P2,28.481,3.1800,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-18,Stockholm Open,1st Round,ATP250,medium,Jiri Lehecka,Grigor Dimitrov,P1,18.895,3.9400,1,1.50,2.9400,4.4100
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-19,Napoli Cup,1st Round,ATP250,medium,Corentin Moutet,Luca Nardi,P1,11.273,1.9100,1,1.00,0.9100,0.9100
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-19,Napoli Cup,1st Round,ATP250,high,Sebastian Baez,Lorenzo Sonego,P1,36.996,3.8600,1,2.00,2.8600,5.7200
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-19,Stockholm Open,2nd Round,ATP250,medium,Holger Rune,Cristian Garin,P2,35.252,3.9800,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-20,European Open,2nd Round,ATP250,medium,Dominic Thiem,Francisco Cerundolo,P2,115.513,3.4200,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-20,Napoli Cup,1st Round,ATP250,medium,Mackenzie Mcdonald,Francesco Passaro,P2,10.287,3.4600,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-20,Napoli Cup,1st Round,ATP250,high,Laslo Djere,Borna Gojo,P2,15.395,2.1400,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-20,Napoli Cup,2nd Round,ATP250,high,Daniel Elahi Galan,Nuno Borges,P1,10.562,2.0500,1,1.00,1.0500,1.0500
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-20,Stockholm Open,2nd Round,ATP250,high,Alex De Minaur,Jeff Wolf,P2,22.066,2.8500,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-21,European Open,Quarterfinals,ATP250,high,Felix Auger Aliassime,Daniel Evans,P2,28.492,3.2400,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-21,European Open,Quarterfinals,ATP250,medium,Richard Gasquet,David Goffin,P1,27.395,2.4200,1,2.00,1.4200,2.8400
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-21,Napoli Cup,2nd Round,ATP250,high,Pablo Carreno-Busta,Fabio Fognini,P2,29.908,4.3500,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-21,Stockholm Open,Quarterfinals,ATP250,high,Alex De Minaur,Denis Shapovalov,P2,12.101,1.9700,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-22,Napoli Cup,Semifinals,ATP250,high,Lorenzo Musetti,Miomir Kecmanovic,P2,16.115,2.0000,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-23,Napoli Cup,The Final,ATP250,high,Lorenzo Musetti,Matteo Berrettini,P2,20.542,2.1500,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-25,Swiss Indoors,1st Round,ATP500,high,Botic Van De Zandschulp,Adrian Mannarino,P2,18.972,2.2400,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-26,Vienna Open,2nd Round,ATP500,high,Daniel Evans,Karen Khachanov,P1,14.889,2.1700,1,1.00,1.1700,1.1700
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-28,Swiss Indoors,Quarterfinals,ATP500,medium,Felix Auger Aliassime,Alexander Bublik,P2,12.321,4.0900,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-28,Vienna Open,Quarterfinals,ATP500,high,Denis Shapovalov,Daniel Evans,P2,13.347,2.1300,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-31,BNP Paribas Masters,1st Round,Masters 1000,high,Yoshihito Nishioka,Aslan Karatsev,P2,13.686,2.8100,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-31,BNP Paribas Masters,1st Round,Masters 1000,medium,Mikael Ymer,Alexander Bublik,P1,15.299,2.1600,1,1.50,1.1600,1.7400
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-31,BNP Paribas Masters,1st Round,Masters 1000,high,Maxime Cressy,Diego Sebastian Schwartzman,P2,24.000,2.2300,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-31,BNP Paribas Masters,1st Round,Masters 1000,high,Lorenzo Musetti,Marin Cilic,P1,20.926,2.5700,1,2.00,1.5700,3.1400
overlay,hard_edge10_all,Hard|all|high+medium,2022-10-31,BNP Paribas Masters,1st Round,Masters 1000,medium,Richard Gasquet,Alex Molcan,P2,19.211,2.6300,0,1.50,-1.0000,-1.5000
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-01,BNP Paribas Masters,1st Round,Masters 1000,high,Hubert Hurkacz,Adrian Mannarino,P2,24.560,4.4000,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-01,BNP Paribas Masters,1st Round,Masters 1000,high,Corentin Moutet,Borna Coric,P1,31.462,3.2800,1,2.00,2.2800,4.5600
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-01,BNP Paribas Masters,1st Round,Masters 1000,high,Jack Draper,Arthur Rinderknech,P2,37.535,2.6000,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-02,BNP Paribas Masters,2nd Round,Masters 1000,high,Pablo Carreno-Busta,Denis Shapovalov,P1,22.360,2.1100,1,2.00,1.1100,2.2200
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-02,BNP Paribas Masters,2nd Round,Masters 1000,high,Stefanos Tsitsipas,Daniel Evans,P2,11.737,3.7000,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-02,BNP Paribas Masters,2nd Round,Masters 1000,high,Lorenzo Musetti,Nikoloz Basilashvili,P2,23.343,4.3900,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-13,Masters Cup,Round Robin,Masters Cup,high,Casper Ruud,Felix Auger Aliassime,P1,29.969,3.1200,1,2.00,2.1200,4.2400
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-14,Masters Cup,Round Robin,Masters Cup,high,Andrey Rublev,Daniil Medvedev,P1,26.290,3.5500,1,2.00,2.5500,5.1000
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-15,Masters Cup,Round Robin,Masters Cup,high,Felix Auger Aliassime,Rafael Nadal,P2,54.025,2.5200,0,2.00,-1.0000,-2.0000
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-17,Masters Cup,Round Robin,Masters Cup,high,Taylor Harry Fritz,Felix Auger Aliassime,P1,12.381,2.5200,1,1.00,1.5200,1.5200
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-17,Masters Cup,Round Robin,Masters Cup,high,Rafael Nadal,Casper Ruud,P1,54.106,2.4100,1,2.00,1.4100,2.8200
overlay,hard_edge10_all,Hard|all|high+medium,2022-11-18,Masters Cup,Round Robin,Masters Cup,high,Andrey Rublev,Stefanos Tsitsipas,P1,10.520,2.6300,1,1.00,1.6300,1.6300
overlay,hard_edge10_all,Hard|all|high+medium,2023-01-02,Adelaide International 1,1st Round,ATP250,medium,Quentin Halys,Jordan Thompson,P1,19.441,2.1400,1,1.50,1.1400,1.7100
overlay,hard_edge10_all,Hard|all|high+medium,2023-01-02,Adelaide International 1,1st Round,ATP250,high,Roman Safiullin,Mikael Ymer,P1,23.943,2.2700,1,2.00,1.2700,2.5400
overlay,hard_edge10_all,Hard|all|high+medium,2023-01-02,Adelaide International 1,1st Round,ATP250,high,Miomir Kecmanovic,Christopher O'Connell,P2,14.913,2.5300,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2023-01-02,Maharashtra Open,1st Round,ATP250,medium,Marco Cecchinato,Nikoloz Basilashvili,P1,15.567,2.8700,1,1.50,1.8700,2.8050
overlay,hard_edge10_all,Hard|all|high+medium,2023-01-02,Maharashtra Open,1st Round,ATP250,medium,Roberto Carballes Baena,Bernabe Zapata Miralles,P1,15.842,2.0800,1,1.50,1.0800,1.6200
overlay,hard_edge10_all,Hard|all|high+medium,2023-01-02,Maharashtra Open,1st Round,ATP250,high,Laslo Djere,Alex Molcan,P2,14.285,2.0000,0,1.00,-1.0000,-1.0000
overlay,hard_edge10_all,Hard|all|high+medium,2023-01-03,Adelaide International 1,1st Round,ATP250,high,Denis Shapovalov,Rinky Hijikata,P2,26.047,3.9600,0,2.00,-1.0000,-2.0000
